rating	title	text	sentiment
3	Complete Waste Of Time	"The premise had lots of potential. A well planned, carefully thought out heist the likes of which Spain (and possibly any other country) has ever seen.

Unfortunately it all starts to fall apart when they carry out the plan. Highly unprofessional criminals, stupid hostages, and an amount of drama that would rival any South American TeleNovela."	0
1	terrible... it starts going downhill from the 1st few episodes.. and then never stops...	"Overall.. it just terrible.

they start with a great concept & a very promising story. then it starts going downhill... and it never stops, going down hil...

toooo many flaws in the storyline... too many loopholes... to many love stories between people.

I mean are you there to rob and make money OR are you here to make love stories and relationships?"	0
1	4 season is for 0 stars	I am disappointed you didn't do nothing in 4 season better that I didn't watched ...	0
1	Totally waste of time	No any well coordination between team shown in the series. Max emotional drama. Totally time consuming series. Zero value addition.	0
1	Overestimated	I think it could be the most overestimated series ever. The first part - season 1, maybe season 2 also - were ok...ish, but now it's just lame and pure rubbish. Chuck Norris's movies have the potential of being more realistic.	0
1	Utter rubish	This series one of the worst I ve ever seen. Plot holes as big as black holes, very bad acting and shallow characters. It is hard to tell who are bigger idiots, cops or robbers.	0
8	It starts to get boring	The first two seasons were great! It was a very good plot and the whole story was perfect until the ending. Wit season 3 they did an okayish job I think and it was also nice to follow the new storyline. Season 4 is again one of this typical Netflix-bullsh...! They only try to make as much money as they can and the story is lengthened way too much! It starts to get boring!	1
1	Seriously?	Everything is just so mediocre in this TV-series....plot, characters, actors you name it. It only takes 20 minutes to realize you're watching total trash so you wonder....where's all these great reviews coming from?	0
1	If you think likelihood is important, don't waste your time on this one	The script doesn't make sense on so many levels that it's hard to believe it's not bad on purpose. But it isn't on purpose, it really tries to be umpredictable and clever, in the end it's only pretensious.	0
8	No words. Just wow.	"Words just can't describe this awesomeness of this TV show. It is so terrific, on a level comparable to Breaking Bad, with EVERY actor delivering OSCAR rewarding performances making all characters both likeable, loveable and remarkable, something very, very special only few shows were ever able to accomplish.

This show just will blow your mind."	1
8	Never thought season 3 would be this good	I wasn't expecting much after the end of season 2 but this season turned out to be great and intense to watch, the storyline was amazing	1
9	Roller Coaster RIde	If you want a never ending amazing ride then watch it	1
8	one of my faves	I loved it however i was extremely sad when Moscow died and i hope there will be another season.	1
9	Lovely	I love the professor's references to Greek music and history, the script is excellent. It's funny and serious, clever and few times emotional... The dialogues between Moscow and Tokyo was truly intelligent but Berlin stole the impressions. The whole cast was fine except Arturito and Alison (they are annoying). All episodes are interesting, full of action and doses of mystery. I'm waiting season 3, i believe it's going to be as good as previous.	1
10	Spectacular	This is definitely up there with the best series ever. It's an absolute thriller; you're always on edge. I watched it all in one sitting as I couldn't get myself out of the couch	1
3	Ugly	One of the most ugliest season in the history of serieses , very bad, don't watch season 5.	0
1	Trash!!!	Too slow ,, filler season 3 not gonna watch next season plzz dont waste time on this i bet there are lots of other shows which are better than this trust me it is overrated and meant for newbies..	0
2	please stop	I would rate the first 2 seasons 8/10 and season 3-4 2/10 the ruined a beautiful show with the boring drama and flashbacks.	0
8	I came here to change my rating 9 to 8 after part	, It is unfortunate to see this TV show turn into a business show, Part 4 8 episodes Why? A lot of the events like stuffing and stretching ... to see what the upcoming seasons will bring	1
1	OVERRATED!	Better shows didn't have a 8.5 notes some are just spamming that 10/10 rating for no reason. First and second seasons were quite good i'd give them 8/10, third season felt like wasn't needed and the same thing happened over again it's netflix wanted to invest in this show so bad so they will make profits off it i'd give it 5/10 and finally the season 4 is mediocre literally 8 episodes could be all resumed in 2 episodes at maximum 2/10 So i will be giving this show 5/10 or 6/10 at maximum. So Overrated having notes like 8.5/10	0
